cds	logFC.constDiff	adj.P.Val.constDiff	logFC.weevilInd_Q903	adj.P.Val.weevilInd_Q903	set	UniProtKB.AC	evalue	Description	tax_id	Taxonomy	GO
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117418_c5_g13_i1:2-424(+)	-1.94143566796532	0.0288215494663012	-2.27558909042799	0.00543363708954007	4	D5A7Y8	8.77e-40	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117418_c5_g1_i1:2-424(+)	-7.19166693045958	7.77010097078162e-08	-1.26876856945841	0.00507136540784553	2	D5A7Y8	3.43e-31	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117418_c5_g1_i5:2-331(+)	2.63440164248851	0.00620613682986953	-1.32209165642298	0.299226888362824	1	D5A960	2e-29	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117418_c5_g2_i1:3-323(-)	0.951816581986004	0.299089393370589	-2.30472183026801	0.0214229586463032	4	NA	NA	NA	NA	NA	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117418_c5_g3_i1:3-332(+)	0.550934895060145	0.582210962867644	-2.80560765126086	0.00593333986344868	4	D5A960	7.02e-29	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117427_c8_g1_i4:1-984(+)	-0.872769525077103	0.771621880173442	7.20158596067403	0.00042679803788724	3	A0A3S3MBE1	1.26e-105	Polyamine oxidase 1 OS=Cinnamomum micranthum f. kanehirae OX=337451 GN=CKAN_00513400 PE=4 SV=1	337451	Viridiplantae	GO:0016491
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117439_c0_g1_i1:3-335(+)	2.31601823991802	0.00646665514739428	-2.41018335497971	0.0341723820083487	7	K7NM20	7.18e-26	Uncharacterized protein (Fragment) OS=Pinus taeda OX=3352 GN=0_12538_02 PE=4 SV=1	3352	Viridiplantae	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117439_c0_g2_i2:3-524(+)	3.86865892308745	0.000477489081692932	-1.25865492741843	0.372157314170663	1	A0A4S4DFB1	2.66e-30	Uncharacterized protein OS=Camellia sinensis var. sinensis OX=542762 GN=TEA_015835 PE=4 SV=1	542762	Viridiplantae	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117441_c0_g1_i1:3-3593(+)	-0.730328194602152	0.120691680768137	-2.94359769138052	7.79473682896889e-05	4	A0A0K0M7B1	0	DCL3b OS=Pinus tabuliformis OX=88731 PE=2 SV=1	88731	Viridiplantae	GO:0005524; GO:0003677; GO:0004525; GO:0003723; GO:0031047; GO:0006396
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117442_c2_g1_i2:2-1144(+)	4.31730732091429	0.00191067876106832	-1.49036796596028	0.345357970425688	1	A9NXN6	0	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117449_c0_g2_i1:354-2837(-)	-0.357107919667307	0.426241686295677	-3.35154038349333	6.40599255186567e-06	4	NA	NA	NA	NA	NA	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117450_c2_g2_i1:206-610(-)	2.58414609541789	0.214289117807374	4.55338735189551	0.0165177983237278	3	A0A4Q4Y4I2	1.5e-79	Ribosomal protein OS=Monosporascus sp. 5C6A OX=2211642 GN=DL771_006720 PE=3 SV=1	2211642	Fungi	GO:0015934; GO:0003723; GO:0003735; GO:0006412
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117464_c0_g1_i2:172-2487(+)	0.398460324273574	0.628119588440261	-2.58782117447928	0.00133094504503957	4	A0A2R6XRM5	0	Protein kinase domain-containing protein OS=Marchantia polymorpha OX=3197 GN=MARPO_0004s0006 PE=4 SV=1	3197	Viridiplantae	GO:0005524; GO:0004672
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117472_c3_g2_i1:255-1838(-)	-1.3882412458209	0.763386033124382	5.46034586559722	0.0178510622027669	3	A0A291FAX8	0	CYP782B7 OS=Taxus wallichiana var. chinensis OX=29808 PE=2 SV=1	29808	Viridiplantae	GO:0020037; GO:0005506; GO:0004497; GO:0016705
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117476_c5_g1_i1:2-838(+)	-8.11475788994053	7.64754289159347e-10	0.603763585335507	0.0267819727322091	2	A0A2K1IEX5	3.6e-111	Alpha-mannosidase OS=Physcomitrella patens subsp. patens OX=3218 GN=PHYPA_029980 PE=3 SV=1	3218	Viridiplantae	GO:0005774; GO:0004559; GO:0030246; GO:0046872; GO:0006013; GO:0006517
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117476_c5_g1_i3:2-763(+)	7.91472184305537	2.68200407281914e-07	1.39590368236494	0.396972921672364	1	A0A2K1IEX5	1.97e-88	Alpha-mannosidase OS=Physcomitrella patens subsp. patens OX=3218 GN=PHYPA_029980 PE=3 SV=1	3218	Viridiplantae	GO:0005774; GO:0004559; GO:0030246; GO:0046872; GO:0006013; GO:0006517
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117476_c5_g1_i5:2-838(+)	7.61618316101731	5.10882251606156e-09	0.663331009245648	0.594040202975916	1	A0A2K1IEX5	4.17e-110	Alpha-mannosidase OS=Physcomitrella patens subsp. patens OX=3218 GN=PHYPA_029980 PE=3 SV=1	3218	Viridiplantae	GO:0005774; GO:0004559; GO:0030246; GO:0046872; GO:0006013; GO:0006517
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117476_c5_g1_i8:2-658(+)	-7.20455486827382	1.25873520595372e-07	0.476901406463407	0.146815888071015	2	A0A2K1IEX5	3.75e-74	Alpha-mannosidase OS=Physcomitrella patens subsp. patens OX=3218 GN=PHYPA_029980 PE=3 SV=1	3218	Viridiplantae	GO:0005774; GO:0004559; GO:0030246; GO:0046872; GO:0006013; GO:0006517
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117480_c1_g4_i1:1-441(-)	0.0927354773331845	0.936700349966917	-5.40503546920809	0.000166175298603547	4	B8LLJ6	2.19e-72	Protein kinase domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0016021; GO:0005524; GO:0030246; GO:0004672
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117480_c1_g8_i1:1-372(-)	-5.57390903923361	6.59782294641119e-06	1.63192780352882	0.0120398585265294	2	B8LLJ6	3.11e-55	Protein kinase domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0016021; GO:0005524; GO:0030246; GO:0004672
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117480_c1_g9_i3:1-390(-)	-3.71632795641944	0.00262361575921362	-0.936374546544045	0.308826441381253	2	B8LLJ6	2.62e-55	Protein kinase domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0016021; GO:0005524; GO:0030246; GO:0004672
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117480_c2_g18_i1:1-315(+)	-4.20753118416519	3.53472559419955e-05	-0.0602321233681444	0.926646090856894	2	A9NVC0	1.19e-60	Protein kinase domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0016021; GO:0005524; GO:0030246; GO:0004672
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117480_c2_g8_i1:3-392(+)	-5.52956544095407	9.55554485483263e-05	0.0777976858696651	0.939285117648576	2	C0PRD0	5.72e-79	Protein kinase domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0016021; GO:0005524; GO:0030246; GO:0004672
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117480_c2_g8_i11:3-830(+)	-2.98336213078692	0.000469587274059357	0.308750232225172	0.592368706233411	2	B8LLJ6	5.55e-148	Protein kinase domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0016021; GO:0005524; GO:0030246; GO:0004672
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117480_c2_g8_i2:3-539(+)	-0.637372103962551	0.325998048737784	-2.51216043765746	0.00101824516845249	4	B8LLJ6	1.99e-105	Protein kinase domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0016021; GO:0005524; GO:0030246; GO:0004672
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117480_c2_g8_i7:3-842(+)	-0.299737844143704	0.863649745057702	3.17233777436476	0.00345654274885196	3	B8LLJ6	9.3e-148	Protein kinase domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0016021; GO:0005524; GO:0030246; GO:0004672
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117483_c0_g2_i1:289-1389(+)	-2.50109235698977	0.00487767154588714	-0.151110948347382	0.837265748361883	2	A9NUX2	0	Pectin acetylesterase OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0005618; GO:0005576; GO:0016787; GO:0071555
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117483_c0_g2_i6:289-1389(+)	6.79101347381795	4.32756003995964e-06	-0.246724759535636	0.900543448183643	1	A9NUX2	0	Pectin acetylesterase OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0005618; GO:0005576; GO:0016787; GO:0071555
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117483_c0_g2_i9:734-2029(+)	5.18359482984094	0.0105980181831217	-0.250719277660461	0.934773178779562	1	A9NWI3	0	Pectin acetylesterase OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0005618; GO:0005576; GO:0016787; GO:0071555
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117490_c3_g1_i11:43-933(+)	4.7903571071443	0.000737741991880386	-1.29602084479963	0.449416089392772	1	A9NYX3	1.76e-28	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117495_c2_g1_i2:614-1369(-)	-3.89200306526575	0.0157871016291965	0.657759895673535	0.542681920776575	2	B8LRB6	4.73e-172	Thioredoxin reductase OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0005623; GO:0005737; GO:0004791; GO:0045454; GO:0019430
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117497_c3_g4_i1:1-660(-)	-7.52197873655854	1.72207248149512e-07	-0.846393229126316	0.0622875205134399	2	B8LP53	1.72e-150	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117497_c3_g5_i1:1-885(-)	-8.47694711872982	2.28855202721907e-05	-0.479090890971001	0.38718774517978	2	B8LP53	0	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117497_c3_g5_i2:1-963(-)	3.43230086839423	0.000572458360001349	0.313253037416967	0.878311772075466	1	B8LP53	0	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117498_c0_g1_i3:322-1128(+)	3.75186909252184	0.0291935460569599	0.21030472378391	0.936622110363556	1	A9P2L5	3.43e-153	AB hydrolase-1 domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0003824
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117498_c0_g1_i4:322-1242(+)	5.49950922920251	0.00307328938869728	0.226797971875311	0.936191807150042	1	A9P2L5	0	AB hydrolase-1 domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0003824
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117505_c0_g1_i1:63-605(+)	1.49562443415246	0.744578470972736	7.39750671868591	0.0134642933178039	3	X5CHR7	1.03e-110	GA2ox6 OS=Pinus tabuliformis OX=88731 PE=2 SV=1	88731	Viridiplantae	GO:0046872; GO:0016491
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117505_c0_g1_i2:130-660(+)	7.69798139419828	4.78457450177055e-07	0.663331009245644	0.712274190926717	1	X5CHR7	6.98e-103	GA2ox6 OS=Pinus tabuliformis OX=88731 PE=2 SV=1	88731	Viridiplantae	GO:0046872; GO:0016491
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117505_c0_g1_i4:110-640(+)	-7.27010128260282	1.98063442346205e-06	1.05566991407578	0.0106356616659738	2	X5CHR7	1.76e-102	GA2ox6 OS=Pinus tabuliformis OX=88731 PE=2 SV=1	88731	Viridiplantae	GO:0046872; GO:0016491
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117509_c0_g1_i5:1-705(-)	4.80820673488675	0.000230977819417273	1.12471097235765	0.412901149007977	1	B8LPT7	1.1e-167	BHLH domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0046983
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117512_c1_g3_i7:249-1271(+)	-0.298230086148769	0.726639472520378	-2.69125749210375	0.00106548201603697	4	B8LPG9	0	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0046872
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117521_c0_g1_i4:291-1454(-)	-7.16313245700284	0.011425447355767	1.48003852174477	0.0715279610030893	2	A9P2H4	0	AAA domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0005524
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117529_c4_g1_i1:376-2244(+)	-6.47294687578116	0.000607966001954809	0.21216347462025	0.818144122973152	2	A0A2K1KJ11	1.27e-106	Uncharacterized protein OS=Physcomitrella patens subsp. patens OX=3218 GN=PHYPA_007447 PE=4 SV=1	3218	Viridiplantae	GO:0009507; GO:0003690; GO:0009658; GO:0032502; GO:0006355
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117529_c4_g1_i5:308-1375(+)	0.677442767531206	0.37997286745145	-3.24328667953929	0.000859387776580346	4	NA	NA	NA	NA	NA	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117540_c1_g2_i1:288-1589(-)	4.43511617810598	0.00493353098220417	-1.86369440155664	0.331243702862474	1	A0A0D6QV66	0	Uncharacterized protein OS=Araucaria cunninghamii OX=56994 PE=3 SV=1	56994	Viridiplantae	GO:0005524; GO:0004674; GO:0007165
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117543_c0_g1_i2:349-1677(+)	2.36686509461399	0.00184018520798419	-0.728916660151649	0.528307459579138	1	D5ABL1	4.36e-148	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0005634; GO:0005667; GO:0003677; GO:0003700; GO:0051726
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117543_c0_g1_i3:349-1665(+)	5.50969589471323	0.0159159621660936	-1.68990987340113	0.588222819137993	1	D5ABL1	7.26e-148	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0005634; GO:0005667; GO:0003677; GO:0003700; GO:0051726
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117559_c0_g2_i2:548-1402(-)	2.9577529964984	2.06481584556438e-06	-0.751454033165884	0.254960828918303	1	A0A314Y4R4	1.82e-102	Uncharacterized protein OS=Prunus yedoensis var. nudiflora OX=2094558 GN=Pyn_29528 PE=4 SV=1	2094558	Viridiplantae	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117561_c4_g8_i2:298-1077(-)	-5.14850373965466	0.0334717470452114	-2.42248821312821	0.403704423863239	2	I0Z846	5.48e-149	Chlorophyll a-b binding protein, chloroplastic OS=Coccomyxa subellipsoidea (strain C-169) OX=574566 GN=COCSUDRAFT_27246 PE=3 SV=1	574566	Viridiplantae	GO:0009535; GO:0016021; GO:0009522; GO:0009523; GO:0016168; GO:0009765; GO:0018298
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117562_c0_g1_i1:323-1594(-)	-4.70202903360179	8.79187056855724e-05	-0.54278179191303	0.32268645078866	2	D5A8H6	0	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117564_c0_g2_i1:148-1587(+)	-1.67774349197572	0.0722240808587038	-5.12638576932315	0.00459714260431837	4	A9NWS4	0	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0016021; GO:0016757
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117573_c5_g1_i4:95-880(+)	3.78851285840619	0.0270910207575166	2.60152837315814	0.100460524802312	1	A0A0D2FT39	1.68e-173	14_3_3 domain-containing protein OS=Phialophora americana OX=5601 GN=PV04_05562 PE=3 SV=1	5601	Fungi	GO:0019904
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117577_c0_g2_i1:83-1036(+)	-1.02785988299147	0.22444818481956	-4.21851971907826	0.000389636170903742	4	A9NXF2	5.49e-67	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0003677; GO:0006357
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117588_c2_g2_i1:2-1138(+)	5.40889255934803	0.000258458101681763	-0.0704619013375554	0.974131291517353	1	B8LQX6	5.32e-76	LRRNT_2 domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0016021
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117588_c2_g2_i2:3-518(+)	-3.97369646384323	0.026966595441095	-1.1020345109931	0.41656767225501	2	C0PTA1	1.48e-36	LRRNT_2 domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0016021
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117588_c2_g2_i3:2-910(+)	-5.67361904228688	0.00137165234505621	0.574389179263135	0.469774366691928	2	B8LQX6	4.27e-62	LRRNT_2 domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0016021
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117594_c8_g1_i1:212-1027(-)	2.95806629462732	0.162690831735931	3.91859930074548	0.0393881849519482	3	A0A0D1X894	1.73e-168	Ribosomal_L7Ae domain-containing protein OS=Exophiala mesophila OX=212818 GN=PV10_01889 PE=4 SV=1	212818	Fungi	GO:1990904; GO:0042254
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117597_c0_g2_i1:12-542(-)	-2.02511111106322	0.0457271346154322	-1.08159589481268	0.321164275175487	2	A9P0Y9	4.23e-125	RING-type domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0016021
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117597_c0_g2_i2:12-422(-)	-3.31653277089788	0.0370992495456457	0.93543841546017	0.425257457132968	2	A9P0Y9	7.13e-95	RING-type domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0016021
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117597_c0_g2_i3:12-335(-)	-2.41223845100958	0.004232086478243	-0.46107620519303	0.547306588644366	2	A9P0Y9	3.53e-48	RING-type domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0016021
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117608_c1_g1_i2:1-1515(+)	-1.92665264201374	0.428227811396208	4.24069807388657	0.00679890186322523	3	A0A4Q1BT25	3.14e-160	Uncharacterized protein OS=Tremella mesenterica OX=5217 GN=M231_01608 PE=4 SV=1	5217	Fungi	GO:0008289
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117614_c2_g1_i1:323-1903(-)	-0.707124222682996	0.202792140871414	-5.76769633445615	3.21402479680837e-05	4	A0A0K8TUL9	0	Cytochrome P450 CYP94D52 OS=Picea glauca OX=3330 GN=Cytochrome P450 CYP94D52 PE=3 SV=1	3330	Viridiplantae	GO:0016021; GO:0020037; GO:0005506; GO:0004497; GO:0016705
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117614_c2_g1_i2:385-1959(-)	0.794660833416089	0.649069056092577	3.78558425295432	0.0212031877075899	3	A0A0K8TUL9	0	Cytochrome P450 CYP94D52 OS=Picea glauca OX=3330 GN=Cytochrome P450 CYP94D52 PE=3 SV=1	3330	Viridiplantae	GO:0016021; GO:0020037; GO:0005506; GO:0004497; GO:0016705
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117614_c2_g1_i3:3-416(-)	-1.01336353710399	0.108133574746669	-5.32520156508584	4.50033806449889e-06	4	A0A0K8TUL9	3.93e-78	Cytochrome P450 CYP94D52 OS=Picea glauca OX=3330 GN=Cytochrome P450 CYP94D52 PE=3 SV=1	3330	Viridiplantae	GO:0016021; GO:0020037; GO:0005506; GO:0004497; GO:0016705
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117614_c2_g1_i6:385-1878(-)	-0.762162489978977	0.340994231082265	-5.9683498971488	0.000332203991167859	4	A0A0K8TUL9	0	Cytochrome P450 CYP94D52 OS=Picea glauca OX=3330 GN=Cytochrome P450 CYP94D52 PE=3 SV=1	3330	Viridiplantae	GO:0016021; GO:0020037; GO:0005506; GO:0004497; GO:0016705
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117626_c3_g1_i1:143-1687(+)	-0.17466961413178	0.819939706243613	-3.751702222437	4.59983129625318e-06	4	A9NUH0	0	Endoglucanase OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0008810; GO:0030245
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117629_c1_g1_i2:443-745(-)	-1.55602036366725	0.639245694816785	5.15840023480177	0.0130151367244529	3	D5ABQ5	9.96e-63	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0016491
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117630_c5_g1_i11:384-854(+)	-0.214245945528353	0.768488365494715	-2.9992547217583	7.19481756903885e-05	4	A9NL40	2.01e-105	Usp domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117630_c5_g1_i12:139-687(+)	2.40521801542057	6.17543620889311e-05	-0.21572776898062	0.75784964433838	1	A9NL40	1.75e-103	Usp domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117630_c5_g1_i7:3-359(+)	1.36517905855751	0.215011531557454	3.04008182816355	0.00459011990174883	3	A9NVD5	6.15e-69	Usp domain-containing protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	NA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117631_c0_g2_i1:2-418(+)	-0.944524489335763	0.263502966056589	-2.50867138683739	0.00353072496885695	4	D5AA15	4.1e-92	Uncharacterized protein OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0016021; GO:0015267
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117636_c0_g1_i2:418-1683(-)	-6.14240303016679	0.00167332926022248	0.00261447684201524	0.997749617689633	2	A9P0A1	0	Pectin acetylesterase OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0005618; GO:0005576; GO:0016021; GO:0016787; GO:0071555
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117636_c0_g1_i4:223-1395(-)	1.36682213611126	0.114034731019105	-5.05109822275785	0.00904662562977775	4	A9P0A1	0	Pectin acetylesterase OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0005618; GO:0005576; GO:0016021; GO:0016787; GO:0071555
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117636_c0_g1_i5:418-1683(-)	0.00881262339344586	0.99205497343799	2.20443198664274	6.70118474496975e-05	3	A9P0A1	0	Pectin acetylesterase OS=Picea sitchensis OX=3332 PE=2 SV=1	3332	Viridiplantae	GO:0005618; GO:0005576; GO:0016021; GO:0016787; GO:0071555
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117639_c0_g1_i1:304-3141(+)	-0.818595939906255	0.29082442790211	-2.36413413127781	0.00568527278447836	4	A0A1S3ZQ09	1.91e-123	microtubule-associated protein TORTIFOLIA1-like OS=Nicotiana tabacum OX=4097 GN=LOC107789134 PE=4 SV=1	4097	Viridiplantae	GO:0005874; GO:0008017
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117656_c2_g7_i1:2-313(-)	2.37555341199617	0.0982027984142854	2.97214748912722	0.0239024773971119	3	A0A0K0MCN8	1.62e-69	Translation elongation factor 1-alpha (Fragment) OS=Bradymyces sp. LS-2015d OX=1628656 GN=EF1a PE=4 SV=1	1628656	Fungi	GO:0005525; GO:0003924; GO:0003746
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117658_c0_g1_i2:3-422(+)	-0.569625837166032	0.292692866840727	-2.12401960074724	0.000708217111726294	4	NA	NA	NA	NA	NA	NA
