cds	UniProtKB.AC	Taxonomy	GOID	TERM
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118083_c2_g15_i1:100-807(-)	A9NTM6	Viridiplantae	GO:0071555	cell wall organization
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118083_c2_g15_i1:100-807(-)	A9NTM6	Viridiplantae	GO:0010411	xyloglucan metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118083_c2_g15_i2:100-1188(-)	A9NTM6	Viridiplantae	GO:0042546	cell wall biogenesis
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118083_c2_g15_i2:100-1188(-)	A9NTM6	Viridiplantae	GO:0071555	cell wall organization
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118083_c2_g15_i2:100-1188(-)	A9NTM6	Viridiplantae	GO:0010411	xyloglucan metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118086_c0_g1_i1:1-561(+)	A0A3M7BFT2	Fungi	GO:0045454	cell redox homeostasis
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118086_c0_g1_i1:1-561(+)	A0A3M7BFT2	Fungi	GO:0006662	glycerol ether metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118086_c8_g8_i1:228-680(-)	A0A1J9RG75	Fungi	GO:0045454	cell redox homeostasis
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118086_c8_g8_i1:228-680(-)	A0A1J9RG75	Fungi	GO:0006662	glycerol ether metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118091_c0_g1_i1:633-2558(+)	A0A161WZN4	Viridiplantae	GO:0030245	cellulose catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118097_c4_g1_i5:2-1381(+)	E9NZS6	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118099_c0_g1_i5:307-705(-)	C0PQH1	Viridiplantae	GO:0009089	lysine biosynthetic process via diaminopimelate
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118101_c0_g1_i1:207-1373(-)	B8LR40	Viridiplantae	GO:0006571	tyrosine biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118101_c0_g1_i2:596-1762(-)	A9NUN5	Viridiplantae	GO:0006571	tyrosine biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118118_c2_g1_i2:3-845(+)	W9ZAH9	Fungi	GO:0006412	translation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118122_c0_g3_i1:63-1955(-)	A0A4S8TQ91	Fungi	GO:0042744	hydrogen peroxide catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118122_c0_g3_i1:63-1955(-)	A0A4S8TQ91	Fungi	GO:0006979	response to oxidative stress
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118127_c3_g3_i1:3-935(-)	A0A1C1CL99	Fungi	GO:0015986	ATP synthesis coupled proton transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118168_c0_g1_i1:131-2863(-)	D8SMK2	Viridiplantae	GO:0006260	DNA replication
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118175_c0_g1_i1:152-3943(-)	A0A0D6QUE0	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118180_c0_g1_i1:1-1431(+)	A0A2I7NAD2	Viridiplantae	GO:0005975	carbohydrate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118180_c0_g1_i2:1-1410(+)	A0A2I7NAD2	Viridiplantae	GO:0005975	carbohydrate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118204_c3_g14_i1:3-341(+)	E9NZS6	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118204_c3_g17_i1:1-474(+)	E9NZS6	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118204_c3_g3_i1:2-319(+)	E9NZS6	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118204_c3_g7_i1:3-482(+)	E9NZS6	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118210_c0_g4_i3:164-1708(-)	B8LKB6	Viridiplantae	GO:0006629	lipid metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118220_c1_g1_i1:2-379(+)	B8LKX2	Viridiplantae	GO:0009734	auxin-activated signaling pathway
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118220_c1_g1_i1:2-379(+)	B8LKX2	Viridiplantae	GO:0006355	regulation of transcription, DNA-templated
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118220_c1_g2_i1:2-721(+)	B8LKX2	Viridiplantae	GO:0009734	auxin-activated signaling pathway
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118220_c1_g2_i1:2-721(+)	B8LKX2	Viridiplantae	GO:0006355	regulation of transcription, DNA-templated
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118220_c2_g1_i4:718-1626(-)	Q8VX77	Viridiplantae	GO:0009734	auxin-activated signaling pathway
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118220_c2_g1_i4:718-1626(-)	Q8VX77	Viridiplantae	GO:0006355	regulation of transcription, DNA-templated
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118220_c2_g1_i6:718-1494(-)	Q7XYT3	Viridiplantae	GO:0009734	auxin-activated signaling pathway
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118220_c2_g1_i6:718-1494(-)	Q7XYT3	Viridiplantae	GO:0006355	regulation of transcription, DNA-templated
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118220_c2_g2_i1:6-479(-)	Q7XYT2	Viridiplantae	GO:0009734	auxin-activated signaling pathway
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118220_c2_g2_i1:6-479(-)	Q7XYT2	Viridiplantae	GO:0006355	regulation of transcription, DNA-templated
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118220_c2_g2_i2:667-1404(-)	Q7XYT2	Viridiplantae	GO:0009734	auxin-activated signaling pathway
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118220_c2_g2_i2:667-1404(-)	Q7XYT2	Viridiplantae	GO:0006355	regulation of transcription, DNA-templated
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118220_c2_g2_i3:667-1419(-)	Q7XYT2	Viridiplantae	GO:0009734	auxin-activated signaling pathway
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118220_c2_g2_i3:667-1419(-)	Q7XYT2	Viridiplantae	GO:0006355	regulation of transcription, DNA-templated
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118229_c1_g1_i11:691-1218(+)	A0A1U8BBY9	Viridiplantae	GO:0000160	phosphorelay signal transduction system
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118229_c1_g1_i12:322-837(+)	K7QLF6	Viridiplantae	GO:0000160	phosphorelay signal transduction system
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118251_c4_g10_i3:79-1302(-)	A0A0D6R0Z0	Viridiplantae	GO:0042744	hydrogen peroxide catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118251_c4_g10_i3:79-1302(-)	A0A0D6R0Z0	Viridiplantae	GO:0006979	response to oxidative stress
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118251_c4_g10_i4:79-1644(-)	A0A0D6R0Z0	Viridiplantae	GO:0042744	hydrogen peroxide catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118251_c4_g10_i4:79-1644(-)	A0A0D6R0Z0	Viridiplantae	GO:0006979	response to oxidative stress
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118276_c0_g1_i1:183-878(-)	A9NQK8	Viridiplantae	GO:0009733	response to auxin
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118307_c10_g1_i6:65-517(+)	A0A074X9U3	Fungi	GO:0030042	actin filament depolymerization
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118322_c0_g4_i1:105-506(+)	Q40858	Viridiplantae	GO:0042742	defense response to bacterium
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118322_c0_g4_i1:105-506(+)	Q40858	Viridiplantae	GO:0050832	defense response to fungus
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118322_c0_g4_i1:105-506(+)	Q40858	Viridiplantae	GO:0031640	killing of cells of other organism
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118322_c0_g4_i1:105-506(+)	Q40858	Viridiplantae	GO:0009737	response to abscisic acid
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118336_c1_g1_i1:290-868(-)	W9ZPS7	Fungi	GO:0006412	translation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118351_c5_g1_i1:26-637(-)	A0A2P6NVX9	Evosea	GO:0006412	translation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118351_c8_g3_i3:208-846(-)	A0A4S9KVU2	Fungi	GO:0006412	translation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118352_c0_g2_i1:159-542(-)	A0A443NGA7	Viridiplantae	GO:0070072	vacuolar proton-transporting V-type ATPase complex assembly
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118352_c0_g2_i3:188-571(-)	A0A443NGA7	Viridiplantae	GO:0070072	vacuolar proton-transporting V-type ATPase complex assembly
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118353_c0_g1_i6:1-1287(+)	B8LRB4	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118376_c4_g1_i2:486-929(-)	B8LPR0	Viridiplantae	GO:0009733	response to auxin
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118376_c4_g1_i4:273-617(-)	B8LPR0	Viridiplantae	GO:0009733	response to auxin
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118398_c0_g2_i1:3-779(-)	A0A0C9QPV3	Viridiplantae	GO:0048544	recognition of pollen
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118398_c1_g2_i1:186-1001(+)	A0A0C9QPV3	Viridiplantae	GO:0048544	recognition of pollen
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118398_c1_g3_i4:157-1314(+)	A0A0D6QTT4	Viridiplantae	GO:0048544	recognition of pollen
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118403_c0_g2_i2:2-1009(+)	A0A0G2FQ17	Fungi	GO:0045493	xylan catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118412_c0_g1_i1:278-1597(+)	A0A1D1ZKM7	Viridiplantae	GO:0051301	cell division
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118412_c0_g1_i1:278-1597(+)	A0A1D1ZKM7	Viridiplantae	GO:0006355	regulation of transcription, DNA-templated
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118427_c0_g1_i3:462-2342(+)	B8LMQ4	Viridiplantae	GO:0032259	methylation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118441_c0_g1_i2:374-2455(+)	A0A0S3TCE7	Viridiplantae	GO:0009630	gravitropism
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118463_c2_g3_i3:151-1566(-)	A0A074YBR1	Fungi	GO:0055085	transmembrane transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118463_c2_g3_i4:148-1563(-)	A0A074YBR1	Fungi	GO:0055085	transmembrane transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118467_c2_g2_i2:2-1504(-)	A0A150VGT1	Fungi	GO:0120029	proton export across plasma membrane
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118478_c0_g1_i4:160-933(-)	A0A074X408	Fungi	GO:0015986	ATP synthesis coupled proton transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118495_c1_g1_i2:395-880(-)	B8LMM7	Viridiplantae	GO:0006355	regulation of transcription, DNA-templated
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118501_c3_g1_i4:1-1248(+)	A9P0J8	Viridiplantae	GO:0019318	hexose metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118528_c0_g1_i1:518-1552(-)	B8LRK3	Viridiplantae	GO:0042545	cell wall modification
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118528_c0_g1_i1:518-1552(-)	B8LRK3	Viridiplantae	GO:0045490	pectin catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118531_c1_g2_i5:1-384(-)	C0PQE2	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118552_c0_g3_i4:908-2596(+)	A0A0D6QYG5	Viridiplantae	GO:0006873	cellular ion homeostasis
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118552_c0_g3_i6:849-2705(+)	A0A0D6QYG5	Viridiplantae	GO:0006873	cellular ion homeostasis
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118562_c0_g5_i1:344-1363(-)	A0A0C9S8F1	Viridiplantae	GO:0005975	carbohydrate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118568_c0_g13_i1:1-495(+)	B8LMX8	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118572_c0_g2_i4:2-397(+)	D5A9U0	Viridiplantae	GO:0006355	regulation of transcription, DNA-templated
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118597_c0_g4_i1:1-306(-)	A9NTN6	Viridiplantae	GO:0006412	translation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118601_c1_g1_i1:1-468(+)	Q5W5I3	Viridiplantae	GO:0042744	hydrogen peroxide catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118601_c1_g1_i1:1-468(+)	Q5W5I3	Viridiplantae	GO:0006979	response to oxidative stress
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118601_c1_g1_i2:1-531(+)	Q5W5I3	Viridiplantae	GO:0042744	hydrogen peroxide catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118601_c1_g1_i2:1-531(+)	Q5W5I3	Viridiplantae	GO:0006979	response to oxidative stress
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118601_c1_g2_i1:2-784(+)	A9NPW9	Viridiplantae	GO:0042744	hydrogen peroxide catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118601_c1_g2_i1:2-784(+)	A9NPW9	Viridiplantae	GO:0006979	response to oxidative stress
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118601_c2_g1_i1:1-507(-)	Q9SC55	Viridiplantae	GO:0042744	hydrogen peroxide catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118601_c2_g1_i1:1-507(-)	Q9SC55	Viridiplantae	GO:0006979	response to oxidative stress
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118601_c2_g1_i2:416-1438(-)	Q9SC55	Viridiplantae	GO:0042744	hydrogen peroxide catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118601_c2_g1_i2:416-1438(-)	Q9SC55	Viridiplantae	GO:0006979	response to oxidative stress
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118609_c2_g2_i5:1531-2577(-)	A9NNM8	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118620_c3_g24_i1:118-486(-)	A0A0D1WUR4	Fungi	GO:0140021	mitochondrial ADP transmembrane transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118620_c3_g24_i1:118-486(-)	A0A0D1WUR4	Fungi	GO:1990544	mitochondrial ATP transmembrane transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118623_c0_g1_i3:72-1256(-)	A0A0G2FVV9	Fungi	GO:0005975	carbohydrate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118652_c0_g1_i1:177-2732(+)	A9NUR2	Viridiplantae	GO:0005975	carbohydrate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118681_c0_g2_i4:228-1034(+)	A9NTP8	Viridiplantae	GO:0016554	cytidine to uridine editing
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118697_c1_g4_i1:2-538(-)	A0A163E9F2	Fungi	GO:0000056	ribosomal small subunit export from nucleus
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118697_c1_g4_i1:2-538(-)	A0A163E9F2	Fungi	GO:0006407	rRNA export from nucleus
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118697_c1_g4_i1:2-538(-)	A0A163E9F2	Fungi	GO:0006412	translation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118700_c3_g1_i5:535-1839(-)	A0A2R6WZ05	Viridiplantae	GO:0032259	methylation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118756_c1_g1_i1:2-751(+)	E0Z9M9	Viridiplantae	GO:0042744	hydrogen peroxide catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118756_c1_g1_i1:2-751(+)	E0Z9M9	Viridiplantae	GO:0006979	response to oxidative stress
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118756_c4_g1_i1:392-1585(-)	A9NU81	Viridiplantae	GO:0042744	hydrogen peroxide catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118756_c4_g1_i1:392-1585(-)	A9NU81	Viridiplantae	GO:0006979	response to oxidative stress
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118762_c5_g14_i1:1-405(-)	A9NQJ9	Viridiplantae	GO:0042546	cell wall biogenesis
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118762_c5_g14_i1:1-405(-)	A9NQJ9	Viridiplantae	GO:0071555	cell wall organization
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118762_c5_g14_i1:1-405(-)	A9NQJ9	Viridiplantae	GO:0010411	xyloglucan metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118768_c0_g2_i2:20-1075(-)	A0A0D1W3V5	Fungi	GO:0006749	glutathione metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118768_c0_g2_i2:20-1075(-)	A0A0D1W3V5	Fungi	GO:0019243	methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118772_c4_g2_i1:208-1449(-)	A0A0D1ZAS5	Fungi	GO:0046034	ATP metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118772_c4_g2_i1:208-1449(-)	A0A0D1ZAS5	Fungi	GO:0006874	cellular calcium ion homeostasis
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118772_c4_g2_i1:208-1449(-)	A0A0D1ZAS5	Fungi	GO:0000425	pexophagy
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118772_c4_g2_i1:208-1449(-)	A0A0D1ZAS5	Fungi	GO:1902906	proteasome storage granule assembly
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118772_c4_g2_i1:208-1449(-)	A0A0D1ZAS5	Fungi	GO:0007035	vacuolar acidification
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118772_c5_g6_i1:76-1599(-)	A0A4S8TV62	Fungi	GO:0046034	ATP metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118772_c5_g6_i1:76-1599(-)	A0A4S8TV62	Fungi	GO:1902600	proton transmembrane transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118805_c2_g1_i1:78-1040(+)	A0A2K1JFW8	Viridiplantae	GO:0006398	mRNA 3'-end processing by stem-loop binding and cleavage
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118805_c2_g1_i1:78-1040(+)	A0A2K1JFW8	Viridiplantae	GO:0051028	mRNA transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118805_c2_g1_i3:3-1076(+)	A0A2K1JFW8	Viridiplantae	GO:0006398	mRNA 3'-end processing by stem-loop binding and cleavage
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118805_c2_g1_i3:3-1076(+)	A0A2K1JFW8	Viridiplantae	GO:0051028	mRNA transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118813_c0_g1_i4:369-1421(-)	A0A0C9SA69	Viridiplantae	GO:0009443	pyridoxal 5'-phosphate salvage
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118813_c0_g1_i5:1-885(-)	A0A0C9SA69	Viridiplantae	GO:0009443	pyridoxal 5'-phosphate salvage
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118831_c0_g1_i1:198-3947(+)	W1PTT0	Viridiplantae	GO:0051276	chromosome organization
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118866_c0_g1_i2:491-1408(-)	A0A1U7YUD4	Viridiplantae	GO:0007143	female meiotic nuclear division
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118866_c0_g1_i2:491-1408(-)	A0A1U7YUD4	Viridiplantae	GO:0007140	male meiotic nuclear division
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118867_c3_g1_i1:212-994(-)	A0A061G1L9	Viridiplantae	GO:0042744	hydrogen peroxide catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118867_c3_g1_i1:212-994(-)	A0A061G1L9	Viridiplantae	GO:0006979	response to oxidative stress
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118867_c4_g5_i3:1-711(+)	Q4W2V5	Viridiplantae	GO:0042744	hydrogen peroxide catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118867_c4_g5_i3:1-711(+)	Q4W2V5	Viridiplantae	GO:0006979	response to oxidative stress
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118867_c4_g5_i5:2-787(+)	Q4W2V5	Viridiplantae	GO:0042744	hydrogen peroxide catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118867_c4_g5_i5:2-787(+)	Q4W2V5	Viridiplantae	GO:0006979	response to oxidative stress
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118867_c4_g7_i1:1-300(+)	Q4W2V5	Viridiplantae	GO:0042744	hydrogen peroxide catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118867_c4_g7_i1:1-300(+)	Q4W2V5	Viridiplantae	GO:0006979	response to oxidative stress
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118886_c2_g9_i5:3-407(+)	A0A074XPZ0	Fungi	GO:0006412	translation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118897_c3_g2_i1:179-1204(+)	D8T6M5	Viridiplantae	GO:0009058	biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118897_c3_g2_i1:179-1204(+)	D8T6M5	Viridiplantae	GO:0071555	cell wall organization
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118899_c0_g2_i1:337-1455(-)	A9NVW7	Viridiplantae	GO:0008610	lipid biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118899_c0_g2_i4:291-1409(-)	A9NVW7	Viridiplantae	GO:0008610	lipid biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118902_c2_g3_i1:220-1041(-)	A0A436ZPA4	Fungi	GO:0015986	ATP synthesis coupled proton transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118912_c0_g1_i2:339-3980(+)	A0A2R6X6M1	Viridiplantae	GO:0000398	mRNA splicing, via spliceosome
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118912_c0_g1_i4:339-3968(+)	A0A2R6X6M1	Viridiplantae	GO:0000398	mRNA splicing, via spliceosome
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118927_c2_g4_i1:429-1349(-)	O65061	Viridiplantae	GO:0006355	regulation of transcription, DNA-templated
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118927_c2_g4_i4:429-1181(-)	O65061	Viridiplantae	GO:0006355	regulation of transcription, DNA-templated
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118927_c2_g4_i6:372-986(-)	O65061	Viridiplantae	GO:0006355	regulation of transcription, DNA-templated
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118943_c2_g1_i5:1-1845(+)	A0A2Z7AIK1	Viridiplantae	GO:0051315	attachment of mitotic spindle microtubules to kinetochore
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118946_c2_g3_i6:213-1286(+)	A9NXF2	Viridiplantae	GO:0006357	regulation of transcription by RNA polymerase II
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118946_c2_g3_i7:213-1298(+)	A9NXF2	Viridiplantae	GO:0006357	regulation of transcription by RNA polymerase II
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118946_c2_g3_i8:213-1262(+)	A9NXF2	Viridiplantae	GO:0006357	regulation of transcription by RNA polymerase II
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118952_c1_g1_i1:3-1169(+)	A0A4S9YPC8	Fungi	GO:0000272	polysaccharide catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN119032_c1_g1_i1:478-963(+)	A0A0D6QUY0	Viridiplantae	GO:0005975	carbohydrate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN119032_c2_g1_i2:540-3494(+)	B8LQ20	Viridiplantae	GO:0030001	metal ion transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN119056_c0_g1_i2:276-1808(-)	B8LQX9	Viridiplantae	GO:0005975	carbohydrate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN119056_c0_g1_i5:276-1760(-)	B8LQX9	Viridiplantae	GO:0005975	carbohydrate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN119056_c0_g1_i6:276-1718(-)	B8LQX9	Viridiplantae	GO:0005975	carbohydrate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN119092_c0_g1_i1:725-1138(-)	A9P139	Viridiplantae	GO:0032875	regulation of DNA endoreduplication
