cds	set	UniProtKB.AC	Taxonomy	GOID	TERM
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117162_c0_g1_i4:591-1421(+)	4	A9NN79	Viridiplantae	GO:0042546	cell wall biogenesis
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117162_c0_g1_i4:591-1421(+)	4	A9NN79	Viridiplantae	GO:0010411	xyloglucan metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117239_c9_g1_i1:3-443(+)	3	H6C4G0	Fungi	GO:0006412	translation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117264_c0_g1_i1:124-783(-)	1	A9NTK7	Viridiplantae	GO:0045454	cell redox homeostasis
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117264_c0_g1_i2:124-783(-)	4	A9NR54	Viridiplantae	GO:0045454	cell redox homeostasis
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117266_c1_g1_i1:2-298(-)	3	D5A9K4	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117266_c2_g2_i2:2-403(+)	2	A9NXS5	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117266_c2_g3_i2:1-453(+)	3	A9NWA3	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117276_c0_g1_i2:2-436(+)	4	G8C852	Viridiplantae	GO:0006596	polyamine biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117324_c1_g1_i6:120-581(-)	1	A9NPZ3	Viridiplantae	GO:0010112	regulation of systemic acquired resistance
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117350_c0_g1_i1:2-367(-)	2	B8LRC3	Viridiplantae	GO:0006086	acetyl-CoA biosynthetic process from pyruvate
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117364_c0_g1_i1:453-4433(+)	4	U5D136	Viridiplantae	GO:0043622	cortical microtubule organization
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117364_c0_g1_i1:453-4433(+)	4	U5D136	Viridiplantae	GO:0007017	microtubule-based process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117367_c1_g11_i1:3-314(-)	1	A9NWK6	Viridiplantae	GO:0045490	pectin catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117367_c1_g3_i12:1-729(-)	4	B8LQ36	Viridiplantae	GO:0045490	pectin catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117367_c1_g3_i3:3-665(-)	1	B8LQH9	Viridiplantae	GO:0045490	pectin catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117367_c1_g3_i5:1-753(-)	2	B8LQ36	Viridiplantae	GO:0045490	pectin catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117367_c1_g3_i6:3-554(-)	1	B8LQ36	Viridiplantae	GO:0045490	pectin catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117367_c1_g3_i7:1-738(-)	1	B8LQ36	Viridiplantae	GO:0045490	pectin catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117374_c0_g2_i1:1-786(+)	1	B8LRB4	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117374_c0_g2_i2:514-1581(+)	1	Q8L8J1	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117441_c0_g1_i1:3-3593(+)	4	A0A0K0M7B1	Viridiplantae	GO:0031047	gene silencing by RNA
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117441_c0_g1_i1:3-3593(+)	4	A0A0K0M7B1	Viridiplantae	GO:0006396	RNA processing
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117450_c2_g2_i1:206-610(-)	3	A0A4Q4Y4I2	Fungi	GO:0006412	translation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117476_c5_g1_i1:2-838(+)	2	A0A2K1IEX5	Viridiplantae	GO:0006013	mannose metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117476_c5_g1_i1:2-838(+)	2	A0A2K1IEX5	Viridiplantae	GO:0006517	protein deglycosylation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117476_c5_g1_i3:2-763(+)	1	A0A2K1IEX5	Viridiplantae	GO:0006013	mannose metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117476_c5_g1_i3:2-763(+)	1	A0A2K1IEX5	Viridiplantae	GO:0006517	protein deglycosylation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117476_c5_g1_i5:2-838(+)	1	A0A2K1IEX5	Viridiplantae	GO:0006013	mannose metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117476_c5_g1_i5:2-838(+)	1	A0A2K1IEX5	Viridiplantae	GO:0006517	protein deglycosylation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117476_c5_g1_i8:2-658(+)	2	A0A2K1IEX5	Viridiplantae	GO:0006013	mannose metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117476_c5_g1_i8:2-658(+)	2	A0A2K1IEX5	Viridiplantae	GO:0006517	protein deglycosylation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117483_c0_g2_i1:289-1389(+)	2	A9NUX2	Viridiplantae	GO:0071555	cell wall organization
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117483_c0_g2_i6:289-1389(+)	1	A9NUX2	Viridiplantae	GO:0071555	cell wall organization
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117483_c0_g2_i9:734-2029(+)	1	A9NWI3	Viridiplantae	GO:0071555	cell wall organization
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117495_c2_g1_i2:614-1369(-)	2	B8LRB6	Viridiplantae	GO:0045454	cell redox homeostasis
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117495_c2_g1_i2:614-1369(-)	2	B8LRB6	Viridiplantae	GO:0019430	removal of superoxide radicals
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117529_c4_g1_i1:376-2244(+)	2	A0A2K1KJ11	Viridiplantae	GO:0009658	chloroplast organization
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117529_c4_g1_i1:376-2244(+)	2	A0A2K1KJ11	Viridiplantae	GO:0032502	developmental process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117529_c4_g1_i1:376-2244(+)	2	A0A2K1KJ11	Viridiplantae	GO:0006355	regulation of transcription, DNA-templated
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117540_c1_g2_i1:288-1589(-)	1	A0A0D6QV66	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117543_c0_g1_i2:349-1677(+)	1	D5ABL1	Viridiplantae	GO:0051726	regulation of cell cycle
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117543_c0_g1_i3:349-1665(+)	1	D5ABL1	Viridiplantae	GO:0051726	regulation of cell cycle
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117561_c4_g8_i2:298-1077(-)	2	I0Z846	Viridiplantae	GO:0009765	photosynthesis, light harvesting
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117561_c4_g8_i2:298-1077(-)	2	I0Z846	Viridiplantae	GO:0018298	protein-chromophore linkage
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117577_c0_g2_i1:83-1036(+)	4	A9NXF2	Viridiplantae	GO:0006357	regulation of transcription by RNA polymerase II
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117594_c8_g1_i1:212-1027(-)	3	A0A0D1X894	Fungi	GO:0042254	ribosome biogenesis
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117626_c3_g1_i1:143-1687(+)	4	A9NUH0	Viridiplantae	GO:0030245	cellulose catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117636_c0_g1_i2:418-1683(-)	2	A9P0A1	Viridiplantae	GO:0071555	cell wall organization
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117636_c0_g1_i4:223-1395(-)	4	A9P0A1	Viridiplantae	GO:0071555	cell wall organization
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117636_c0_g1_i5:418-1683(-)	3	A9P0A1	Viridiplantae	GO:0071555	cell wall organization
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117660_c0_g1_i1:259-3267(+)	4	A0A445DTN3	Viridiplantae	GO:0030001	metal ion transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117687_c0_g1_i1:127-2241(+)	4	A0A1U7ZZN1	Viridiplantae	GO:0032147	activation of protein kinase activity
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117687_c0_g1_i1:127-2241(+)	4	A0A1U7ZZN1	Viridiplantae	GO:0060236	regulation of mitotic spindle organization
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117687_c0_g1_i2:127-2157(+)	4	A0A1U7ZZN1	Viridiplantae	GO:0032147	activation of protein kinase activity
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117687_c0_g1_i2:127-2157(+)	4	A0A1U7ZZN1	Viridiplantae	GO:0060236	regulation of mitotic spindle organization
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117709_c0_g1_i1:420-1994(+)	3	A0A0K0M6U8	Viridiplantae	GO:0009690	cytokinin metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117710_c0_g1_i1:527-2047(-)	4	U5DDD7	Viridiplantae	GO:0044772	mitotic cell cycle phase transition
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117710_c0_g1_i1:527-2047(-)	4	U5DDD7	Viridiplantae	GO:0006468	protein phosphorylation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117710_c0_g1_i1:527-2047(-)	4	U5DDD7	Viridiplantae	GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117726_c0_g1_i1:707-1936(-)	4	A0A4Y7IRA5	Viridiplantae	GO:0006355	regulation of transcription, DNA-templated
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117748_c3_g8_i1:2-367(+)	4	A9P1S9	Viridiplantae	GO:0009415	response to water
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117748_c3_g8_i10:2-325(+)	4	A9P1S9	Viridiplantae	GO:0009415	response to water
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117748_c3_g8_i2:2-385(+)	4	A9P1S9	Viridiplantae	GO:0009415	response to water
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117748_c3_g8_i5:242-622(+)	8	A9XLM5	Viridiplantae	GO:0009415	response to water
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117759_c2_g1_i1:1-528(+)	4	A9NWK6	Viridiplantae	GO:0045490	pectin catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117759_c2_g1_i2:1-486(+)	1	A9NWK6	Viridiplantae	GO:0045490	pectin catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117759_c2_g3_i1:3-554(+)	4	A9NWK6	Viridiplantae	GO:0045490	pectin catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117759_c3_g8_i1:191-493(+)	4	A9NWK6	Viridiplantae	GO:0045490	pectin catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117765_c0_g1_i2:2003-4288(+)	1	A9S9Z6	Viridiplantae	GO:0032147	activation of protein kinase activity
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117765_c0_g1_i2:2003-4288(+)	1	A9S9Z6	Viridiplantae	GO:0000422	autophagy of mitochondrion
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117765_c0_g1_i2:2003-4288(+)	1	A9S9Z6	Viridiplantae	GO:0044804	autophagy of nucleus
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117765_c0_g1_i2:2003-4288(+)	1	A9S9Z6	Viridiplantae	GO:0016236	macroautophagy
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117765_c0_g1_i2:2003-4288(+)	1	A9S9Z6	Viridiplantae	GO:0000423	mitophagy
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117765_c0_g1_i2:2003-4288(+)	1	A9S9Z6	Viridiplantae	GO:0034727	piecemeal microautophagy of the nucleus
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117765_c0_g1_i2:2003-4288(+)	1	A9S9Z6	Viridiplantae	GO:0034497	protein localization to phagophore assembly site
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117766_c0_g1_i5:403-1185(-)	3	A9NRP4	Viridiplantae	GO:0006725	cellular aromatic compound metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117775_c2_g1_i4:1-1107(-)	1	B8LRB4	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117783_c3_g3_i1:1-2034(+)	4	E9NZS6	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117783_c3_g4_i5:3-1175(+)	2	E9NZS7	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117793_c1_g1_i1:93-2546(-)	4	W1P7V6	Viridiplantae	GO:0016042	lipid catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117793_c1_g1_i1:93-2546(-)	4	W1P7V6	Viridiplantae	GO:0046470	phosphatidylcholine metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117849_c0_g1_i3:412-1344(-)	2	A0A0D6QYX2	Viridiplantae	GO:0042744	hydrogen peroxide catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117849_c0_g1_i3:412-1344(-)	2	A0A0D6QYX2	Viridiplantae	GO:0006979	response to oxidative stress
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117851_c2_g2_i1:291-908(-)	3	A0A0D6R4S6	Viridiplantae	GO:0006412	translation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117854_c4_g1_i4:1-1071(+)	1	A0A4V3SI36	Fungi	GO:0006006	glucose metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117854_c4_g1_i4:1-1071(+)	1	A0A4V3SI36	Fungi	GO:0006096	glycolytic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117941_c0_g4_i1:2-697(+)	8	Q8L8I7	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117942_c0_g5_i2:3-302(+)	1	A9NN25	Viridiplantae	GO:0015986	ATP synthesis coupled proton transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117942_c0_g9_i1:3-446(+)	1	A9NN25	Viridiplantae	GO:0015986	ATP synthesis coupled proton transport
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117946_c1_g3_i1:1-324(+)	3	E3Q1W9	Fungi	GO:0006412	translation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117973_c0_g1_i1:481-1449(-)	4	Q5DWG1	Viridiplantae	GO:0006952	defense response
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117973_c0_g1_i1:481-1449(-)	4	Q5DWG1	Viridiplantae	GO:0009737	response to abscisic acid
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117973_c0_g1_i1:481-1449(-)	4	Q5DWG1	Viridiplantae	GO:0009607	response to biotic stimulus
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117992_c0_g1_i1:246-809(-)	2	A0A1L1ZLU2	Viridiplantae	GO:0019953	sexual reproduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117992_c0_g1_i4:362-1219(-)	4	A0A1L1ZLU2	Viridiplantae	GO:0019953	sexual reproduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN117992_c0_g1_i5:362-1216(-)	4	A0A1L1ZLU2	Viridiplantae	GO:0019953	sexual reproduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118007_c1_g1_i1:1-507(+)	1	D5ACS1	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118007_c1_g1_i2:2-1000(+)	3	A0A0C9S9R3	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118012_c0_g1_i1:3-1340(+)	2	U5DDA0	Viridiplantae	GO:0032957	inositol trisphosphate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118012_c0_g1_i1:3-1340(+)	2	U5DDA0	Viridiplantae	GO:0010264	myo-inositol hexakisphosphate biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118012_c0_g1_i2:180-1715(+)	1	U5DDA0	Viridiplantae	GO:0032957	inositol trisphosphate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118012_c0_g1_i2:180-1715(+)	1	U5DDA0	Viridiplantae	GO:0010264	myo-inositol hexakisphosphate biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118012_c0_g1_i4:3-1355(+)	1	U5DDA0	Viridiplantae	GO:0032957	inositol trisphosphate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118012_c0_g1_i4:3-1355(+)	1	U5DDA0	Viridiplantae	GO:0010264	myo-inositol hexakisphosphate biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118035_c0_g7_i1:3-317(-)	2	A9NKW3	Viridiplantae	GO:0006412	translation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118044_c0_g1_i3:3-1580(+)	3	A0A3S3NTL9	Viridiplantae	GO:0042138	meiotic DNA double-strand break formation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118083_c2_g15_i1:100-807(-)	4	A9NTM6	Viridiplantae	GO:0042546	cell wall biogenesis
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118083_c2_g15_i1:100-807(-)	4	A9NTM6	Viridiplantae	GO:0071555	cell wall organization
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118083_c2_g15_i1:100-807(-)	4	A9NTM6	Viridiplantae	GO:0010411	xyloglucan metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118083_c2_g15_i2:100-1188(-)	3	A9NTM6	Viridiplantae	GO:0042546	cell wall biogenesis
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118083_c2_g15_i2:100-1188(-)	3	A9NTM6	Viridiplantae	GO:0071555	cell wall organization
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118083_c2_g15_i2:100-1188(-)	3	A9NTM6	Viridiplantae	GO:0010411	xyloglucan metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118091_c0_g1_i1:633-2558(+)	4	A0A161WZN4	Viridiplantae	GO:0030245	cellulose catabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118097_c4_g1_i5:2-1381(+)	4	E9NZS6	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118099_c0_g1_i5:307-705(-)	1	C0PQH1	Viridiplantae	GO:0009089	lysine biosynthetic process via diaminopimelate
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118101_c0_g1_i1:207-1373(-)	3	B8LR40	Viridiplantae	GO:0006571	tyrosine biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118101_c0_g1_i2:596-1762(-)	3	A9NUN5	Viridiplantae	GO:0006571	tyrosine biosynthetic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118118_c2_g1_i2:3-845(+)	3	W9ZAH9	Fungi	GO:0006412	translation
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118168_c0_g1_i1:131-2863(-)	4	D8SMK2	Viridiplantae	GO:0006260	DNA replication
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118175_c0_g1_i1:152-3943(-)	3	A0A0D6QUE0	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118180_c0_g1_i1:1-1431(+)	1	A0A2I7NAD2	Viridiplantae	GO:0005975	carbohydrate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118180_c0_g1_i2:1-1410(+)	4	A0A2I7NAD2	Viridiplantae	GO:0005975	carbohydrate metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118204_c3_g17_i1:1-474(+)	1	E9NZS6	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118204_c3_g3_i1:2-319(+)	1	E9NZS6	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118204_c3_g7_i1:3-482(+)	2	E9NZS6	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118210_c0_g4_i3:164-1708(-)	8	B8LKB6	Viridiplantae	GO:0006629	lipid metabolic process
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118220_c1_g1_i1:2-379(+)	4	B8LKX2	Viridiplantae	GO:0009734	auxin-activated signaling pathway
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118220_c1_g1_i1:2-379(+)	4	B8LKX2	Viridiplantae	GO:0006355	regulation of transcription, DNA-templated
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118220_c1_g2_i1:2-721(+)	4	B8LKX2	Viridiplantae	GO:0009734	auxin-activated signaling pathway
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118220_c1_g2_i1:2-721(+)	4	B8LKX2	Viridiplantae	GO:0006355	regulation of transcription, DNA-templated
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118220_c2_g1_i4:718-1626(-)	4	Q8VX77	Viridiplantae	GO:0009734	auxin-activated signaling pathway
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118220_c2_g1_i4:718-1626(-)	4	Q8VX77	Viridiplantae	GO:0006355	regulation of transcription, DNA-templated
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118220_c2_g1_i6:718-1494(-)	1	Q7XYT3	Viridiplantae	GO:0009734	auxin-activated signaling pathway
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118220_c2_g1_i6:718-1494(-)	1	Q7XYT3	Viridiplantae	GO:0006355	regulation of transcription, DNA-templated
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118220_c2_g2_i1:6-479(-)	4	Q7XYT2	Viridiplantae	GO:0009734	auxin-activated signaling pathway
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118220_c2_g2_i1:6-479(-)	4	Q7XYT2	Viridiplantae	GO:0006355	regulation of transcription, DNA-templated
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118220_c2_g2_i2:667-1404(-)	4	Q7XYT2	Viridiplantae	GO:0009734	auxin-activated signaling pathway
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118220_c2_g2_i2:667-1404(-)	4	Q7XYT2	Viridiplantae	GO:0006355	regulation of transcription, DNA-templated
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118220_c2_g2_i3:667-1419(-)	4	Q7XYT2	Viridiplantae	GO:0009734	auxin-activated signaling pathway
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118220_c2_g2_i3:667-1419(-)	4	Q7XYT2	Viridiplantae	GO:0006355	regulation of transcription, DNA-templated
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118229_c1_g1_i11:691-1218(+)	4	A0A1U8BBY9	Viridiplantae	GO:0000160	phosphorelay signal transduction system
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118229_c1_g1_i12:322-837(+)	3	K7QLF6	Viridiplantae	GO:0000160	phosphorelay signal transduction system
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118276_c0_g1_i1:183-878(-)	3	A9NQK8	Viridiplantae	GO:0009733	response to auxin
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118322_c0_g4_i1:105-506(+)	3	Q40858	Viridiplantae	GO:0042742	defense response to bacterium
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118322_c0_g4_i1:105-506(+)	3	Q40858	Viridiplantae	GO:0050832	defense response to fungus
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118322_c0_g4_i1:105-506(+)	3	Q40858	Viridiplantae	GO:0031640	killing of cells of other organism
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118322_c0_g4_i1:105-506(+)	3	Q40858	Viridiplantae	GO:0009737	response to abscisic acid
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118352_c0_g2_i1:159-542(-)	2	A0A443NGA7	Viridiplantae	GO:0070072	vacuolar proton-transporting V-type ATPase complex assembly
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118352_c0_g2_i3:188-571(-)	2	A0A443NGA7	Viridiplantae	GO:0070072	vacuolar proton-transporting V-type ATPase complex assembly
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118353_c0_g1_i6:1-1287(+)	2	B8LRB4	Viridiplantae	GO:0007165	signal transduction
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118376_c4_g1_i2:486-929(-)	8	B8LPR0	Viridiplantae	GO:0009733	response to auxin
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118376_c4_g1_i4:273-617(-)	8	B8LPR0	Viridiplantae	GO:0009733	response to auxin
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118398_c0_g2_i1:3-779(-)	4	A0A0C9QPV3	Viridiplantae	GO:0048544	recognition of pollen
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118398_c1_g2_i1:186-1001(+)	4	A0A0C9QPV3	Viridiplantae	GO:0048544	recognition of pollen
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118398_c1_g3_i4:157-1314(+)	2	A0A0D6QTT4	Viridiplantae	GO:0048544	recognition of pollen
WPW_Inoculation_Trinity_BBMerged_31May2016_TRINITY_DN118403_c0_g2_i2:2-1009(+)	1	A0A0G2FQ17	Fungi	GO:0045493	xylan catabolic process
